timestamp|cc|market_account|product_desc|cost|shipping_address|cc_billing_address,,,,,,
2023-10-01 07:21:31|9492652472604907|trustingLapwing1|car-mazda-truck|962.0|5650 West 60th Avenue, A, Arvada CO, 80003|2035 Ninth Street, R A, Berkeley CA,94710
2023-10-01 15:25:55|7523255043686124|trustingLapwing1|bike-specialized-medium|686.0|10383 Eagle River Lane, , Anchorage AK, 99577|3642 Chatsworth Road, , Fayetteville AR,72703
2023-10-01 18:16:20|2259637371488902|cautiousDoughnut7|ebike-pace-large|641.0|819 Beazer Lane, , Nashville TN, 37013|2538 East 40th Plaza, , Panama City FL,32405
2023-10-03 19:56:02|9663124544968903|cautiousDoughnut7|scooter-varla-xlarge|799.0|1613 Katrina Circle, , Anchorage AK, 99508|4601 Reka Drive, #APT 000019, Anchorage AK,99508
2023-10-04 18:05:23|6897844123188568|cautiousDoughnut7|sock-violet-medium|59.0|8421 Thomas Drive, #4, Panama City FL, 32408|4032 Windwood Lane, , Nashville TN,37214
2023-10-05 05:58:01|4927762900680865|cautiousDoughnut7|pants-orange-large|832.0|21 Hill Street, , Barre VT, 05641|1720 D Street Northeast, , Washington DC,20002
2023-10-05 23:09:44|2540539145470013|trustingLapwing1|scooter-hiboy-small|876.0|4604 Virginia Loop Road, , Montgomery AL, 36116|1753 Zion Road, #E33, Fayetteville AR,72703
2023-10-06 12:18:14|7675082047907177|trustingLapwing1|computer-dell-4|397.0|23 North Hill Street, , Nashville TN, 37210|11 Water Street, , Holbrook MA,2343
2023-10-07 04:25:26|4047754329802578|trustingLapwing1|coat-magenta-xlarge|312.0|171 Brickhill Circle, , Pooler GA, 31322|328 Missouri Avenue Northwest, , Washington DC,20011
2023-10-09 00:52:03|1754374819948879|cautiousDoughnut7|tv-tcl-55|741.0|275 South 40th Street, , Boulder CO, 80305|594 Putnam Avenue, #2, Cambridge MA,2139
2023-10-09 02:11:54|6119460115301708|cautiousDoughnut7|pants-pink-large|886.0|2443 Sierra Nevada Road, #N5, Mammoth Lakes CA, 93546|732 Kevin Court, , Oakland CA,94621
2023-10-09 11:41:26|7117526279859876|cautiousDoughnut7|ebike-rad_power-xlarge|20.0|3142 North Warwick Drive, , Fayetteville AR, 72703|1040 West 27th Avenue, #APT 000401, Anchorage AK,99503
2023-10-09 16:49:45|8489199155538804|cautiousDoughnut7|car-porsche-truck|146.0|10 Tel Road, , Woodford VT, 05201|2245 Southwest Binkley Street, , Oklahoma City OK,73119
2023-10-10 07:17:55|2707104856248504|cautiousDoughnut7|shirt-red-small|777.0|835 Shiloh Court, , Redding CA, 96003|222 Plymouth Street, A, Middleborough MA,2346
2023-10-10 09:06:16|0381267285860863|cautiousDoughnut7|pants-magenta-medium|215.0|4922 West Cholla Street, , Glendale AZ, 85304|512 North Center Avenue, , Panama City FL,32401
2023-10-10 22:35:25|6099455609152231|cautiousDoughnut7|scooter-niu-small|822.0|5123 Ewell Street, , Savannah GA, 31405|6286 West Louise Drive, , Glendale AZ,85310
2023-10-11 17:03:22|8182402819844483|trustingLapwing1|shirt-green-small|839.0|1439 2nd Street, , Panama City FL, 32409|906 West Berry Street, #204, Fayetteville AR,72701
2023-10-12 03:35:19|5056391619851545|crummyCoconut6|coat-pink-small|867.0|3008 Russell Street, #R 1, Berkeley CA, 94705|1700 William E Summers III Avenue, #201, Louisville KY,40211
2023-10-12 22:39:28|7642336781689368|cautiousDoughnut7|tv-visio-65|700.0|2917 Danzig Place, #102, Louisville KY, 40245|2001 Van Hoose Drive, , Fayetteville AR,72701
2023-10-12 23:00:16|7933760378216231|gleefulCake1|sock-magenta-xlarge|667.0|1809 Cedar Drive, , Severn MD, 21144|529 Barr Hill Road, , Greensboro VT,5841
2023-10-14 23:54:08|1350535333672863|cautiousDoughnut7|tv-hitachi-55|901.0|6434 Wright Street, , Arvada CO, 80004|15509 East 7th Circle, , Aurora CO,80011
2023-10-17 11:38:14|8701614767411655|cautiousDoughnut7|coat-red-medium|230.0|112 Walnut Street, , Reading MA, 01867|5156 South Dakota Avenue Northeast, , Washington DC,20017
2023-10-18 09:24:59|2010155436554359|cautiousDoughnut7|scooter-hiboy-small|82.0|8121 Copper Creek Drive, , Lyndon KY, 40222|357 Chaplin Street Southeast, , Washington DC,20019
2023-10-18 10:23:58|3171900637216829|trustingLapwing1|shirt-orange-xlarge|554.0|4405 West Solano Drive South, , Glendale AZ, 85301|512 Tennyson Road, , Hayward CA,94544
2023-10-19 01:08:57|6781485443510236|cautiousDoughnut7|scooter-varla-small|145.0|1208 Festival Lane, , Montgomery AL, 36117|631 West 32nd Avenue, #APT 000134, Anchorage AK,99503
2023-10-19 17:55:02|1552884462085900|cautiousDoughnut7|bike-specialized-small|716.0|5334 West Northern Avenue, #327, Glendale AZ, 85301|1010 Hillcrest Drive, , Fort Collins CO,80521
2023-10-20 01:57:34|2504324887545732|alertGatorade3|bike-specialized-small|201.0|5036 Jericho Street, , Hartford VT, 05001|243 West Haven Drive, , Severna Park MD,21146
2023-10-20 09:33:48|8603331542599644|trustingLapwing1|shirt-red-xlarge|862.0|313 Wiley Street, , Nashville TN, 37115|9 Pierce Road, , Watertown MA,2472
2023-10-20 17:00:32|5349265887905792|cautiousDoughnut7|tie-red-pencil-medium|58.0|1303 Buckingham Court, , Louisville KY, 40118|11330 Elmore Road, , Anchorage AK,99516
2023-10-21 12:07:29|5551976906114045|cautiousDoughnut7|coat-violet-small|734.0|5331 Rexford Court, , Montgomery AL, 36116|188 River Road, , Essex VT,5452
2023-10-21 22:29:28|4705453751287345|excludedPepper2|pants-magenta-small|137.0|34 Free Street, , Hingham MA, 02043|3125 Willow Lane Drive, , Montgomery AL,36109
