timestamp|cost|product_purchase_number|shipping_address,,,
2023-10-02 19:23:01|705.083873568789|0aa14202-a011-4a91-ad89-3a6bc51568b9|2849 Leawood Drive, , Anchorage AK,99502
2023-10-03 10:33:53|518.2479321395854|a4a0b9b2-6034-4605-ba03-d3af43bab65c|640 Hilliard Street, #6000, Manchester CT,6042
2023-10-03 21:40:27|370.53879316635584|1b8caae0-0980-44b0-a5df-1f0522b45540|60 Montgomery Street, #3, Springfield MA,1151
2023-10-04 05:17:02|717.8508395518519|b95f6f0d-015f-4c46-b924-99d2d3c778fd|2909 Minnesota Avenue, , Lynn Haven FL,32444
2023-10-04 15:25:27|28.826808801740842|46bf1c0f-dda9-43d0-95da-cbfb56409396|1456 North Coghill Drive, #106, Fayetteville AR,72704
2023-10-04 18:39:21|354.04682377224526|1a97f917-da5a-472a-b638-6c7b484de51d|10175 West 58th Place, #505, Arvada CO,80004
2023-10-05 16:35:17|158.8932585381883|cfb5bbfa-7f1d-4d8f-a133-84050c2c81e7|2721 Lindsay Avenue, , Louisville KY,40206
2023-10-06 10:38:29|934.0792736062227|ae69f0d8-004e-49df-89ad-308372878fa4|1990 Poplar Ridge Road, , Pasadena MD,21122
2023-10-06 22:47:37|826.9945508115832|09922297-83c6-4ab9-bebd-0eb8487cc03e|2654 Quiet Water Cove, , Annapolis MD,21401
2023-10-07 00:57:04|509.4408047516373|071ae487-3c96-4c96-a437-b4661ee84aac|2544 Worthington Way, , Fayetteville AR,72703
2023-10-07 07:45:19|587.8809266696588|815addd2-aa8c-4410-837d-9713d65056b1|6606 North 52nd Drive, , Glendale AZ,85301
2023-10-07 09:23:59|865.2386686281646|628db81d-6806-4568-b0cd-bf8a58c050a2|119 Captain Chase Road, , Dennis MA,2639
2023-10-07 16:15:50|172.56824306133714|8d54ba65-ad97-4be8-aa59-640f7e4f6ac1|8507 Lorento Street, , Panama City Beach FL,32408
2023-10-07 20:38:48|130.08838376148637|0bf141b7-4aa7-406f-854c-0196e5f5fa43|204 North Holt Street, , Montgomery AL,36104
2023-10-07 21:05:20|947.7990546661287|6317c1e6-147c-4834-8b2b-d04ae7612832|2868 Peak Road, , Wheelock VT,5851
2023-10-08 06:49:52|582.874236865805|f27b1bac-2b04-4722-bda1-5e348691f15f|10129 Spring Gate Drive, , Louisville KY,40241
2023-10-09 06:43:44|852.5968169528389|065bbcf4-a474-44b8-819e-d87facf5b1e2|57 Pierpoint Avenue, , Rutland VT,5701
2023-10-09 09:00:09|359.73459173989033|7b3bb0ce-0404-4a2f-844a-465cc2699ef2|6912 Sunrise Drive, , Panama City FL,32407
2023-10-10 00:09:11|388.2826012641835|7f8fb5cf-ae74-45ce-a33e-9fabe387d539|1613 Katrina Circle, , Anchorage AK,99508
2023-10-10 02:50:24|81.2231585578898|0fb4335f-b05f-4d78-bec5-9a6aba8e8abf|4617 East 3rd Street, , Panama City FL,32404
2023-10-10 06:19:01|9.812161308975995|5bc5e01b-361f-4592-b593-08c71350f322|17372 Crestview Road, , Fayetteville AR,72701
2023-10-10 13:54:03|148.70822436149624|be4d1148-3521-4479-be92-7eadfe4e8cf9|202 Pepperbush Road, , Louisville KY,40207
2023-10-11 19:28:05|51.73007315172505|e64ff5ef-d11d-4c31-853e-cdd8a79aeb07|204 North Holt Street, , Montgomery AL,36104
2023-10-12 11:09:15|225.03906037708532|27e5f7d1-5f84-45e1-87a5-4987535c371e|6605 North 93RD Avenue, #1016, Glendale AZ,85305
2023-10-12 11:24:27|770.5434187183403|574f996a-ca61-4916-a514-2c58ae0eeed8|3041 West Marigold Drive, , Fayetteville AR,72704
2023-10-12 13:49:21|1786.802597977754|00bc9d9c-93bd-4c75-8828-4b0f2a4a010f|23124 North 71st Drive, , Glendale AZ,85310
2023-10-13 04:45:02|114.97495753681048|5b1a0ce1-32c9-47e1-9e51-c4830e9c5ea2|330 Michell Court, , Livermore CA,94551
2023-10-13 17:35:03|631.9730068309373|64627a2e-f811-4a39-840f-eaf882052026|1300 East Dowling Road, , Anchorage AK,99518
2023-10-13 21:37:18|108.96078566548708|d3826ec2-27ed-4bac-9c16-d2b5ec46e3bf|7401 West Arrowhead Clubhouse Drive, #2031, Glendale AZ,85308
2023-10-14 18:22:06|765.4599456881114|761f8ad2-1ed8-4c74-a48c-128a59aad48f|70 Valley Road, #2, Louisville KY,40204
2023-10-15 23:42:37|168.5552357998277|836a6981-1caf-4d06-8917-649dce85a044|9009 West Nicolet Avenue, , Glendale AZ,85305
2023-10-16 13:51:30|49.953827397156594|f03e0e88-3c6c-45b9-a4e7-0a341cae9435|20933 River Park Drive, , Anchorage AK,99577
2023-10-17 00:05:52|663.4901927272185|90a68270-405c-4628-98a1-a08438428fb0|57 Bremer Drive, , Glen Burnie MD,21061
2023-10-18 15:05:53|127.70383895706328|26f12a1e-3d16-4ded-8776-0c46dd00fdf9|8121 Copper Creek Drive, , Lyndon KY,40222
2023-10-18 16:40:08|490.61878358735134|55b34e8a-255c-43ba-8ffd-f8667a5bddae|269 Park Street, #1, North Reading MA,1864
2023-10-19 17:44:02|864.3847967703314|5a4cbc99-0e98-49b5-ac13-e04417aac62c|Career Avenue, , Washington DC,20032
2023-10-20 04:57:51|119.4749875788059|04fce920-e12f-41e0-ad29-a11479bd7ba4|13531 West 72nd Drive, , Arvada CO,80005
2023-10-20 13:45:34|541.4572607099217|822fe59c-9f32-4eff-91c3-448413b13279|140 William Chambers Junior Drive, , Glen Burnie MD,21060
2023-10-21 00:56:40|179.96522677858204|c833f4c9-eee6-4456-aacd-c4a5c93021a9|3320 Peterkin Avenue, , Anchorage AK,99508
2023-10-21 02:21:58|739.4089498835954|6b9ba134-a07f-4ca1-9eff-4095f8760f65|3426 Broadview Street, , Montgomery AL,36110
2023-10-21 05:24:28|221.0559959861867|be4b022a-b078-430a-a7a5-9772b2d055a2|404 Dewey Street, , Woodford VT,5201
2023-10-22 00:29:45|619.0138997367307|80c8f2f2-0ffe-482b-a4be-4b67faea3cb8|7802 Titan Court, , Pasadena MD,21122
2023-10-22 03:12:56|360.35489682859975|8af0da72-9dbb-42a5-ad5e-bebcd7dd600f|1313 Paulson Way, , Nashville TN,37013
2023-10-22 05:43:59|16.345188434922594|dd1f1625-a05c-4e8d-bbaa-9b4c65629269|2803 River Drive, , Thunderbolt GA,31404
2023-10-22 07:21:08|109.66285590662721|cfe03a4b-991f-454a-8984-4bda354a946e|5036 Jericho Street, , Hartford VT,5001
2023-10-22 14:51:25|195.9342463577887|e935f1bd-49a8-49c4-a8bc-d1429142bab2|18318 Pioneer Drive, , Anchorage AK,99577
2023-10-22 16:34:58|444.960008719845|2e67dcbf-b3b2-4d45-a957-60e94734f3e8|600 Marshall Street, #125, Louisville KY,40202
2023-10-22 23:58:04|669.0214663613599|8a0ed1d2-9fae-4afd-bbb5-8b91289ed31e|10 Erick Road, #47, Mansfield MA,2048
2023-10-23 03:05:23|715.1924556893205|71056b6d-1458-4c41-9675-38145965c5de|606 Lincoln Street, , Savannah GA,31401
2023-10-23 13:42:54|172.50642605272785|cb608e3f-aa4e-4379-9157-dfac82fadd43|6985 Woodstock Road, , Hartford VT,5001
2023-10-23 21:11:11|572.0966466813853|a1d5757c-3159-420a-995e-460a77bd2ecf|11225 West 79th Drive, , Arvada CO,80005
2023-10-24 03:28:11|684.346521837414|b7b01acc-b5e0-4837-ac46-be5ccf7701c6|5228 North 70th Avenue, , Glendale AZ,85303
2023-10-24 07:53:20|507.8510711503478|43932f63-44b8-4c22-b013-79ce452818dd|2507 R Street Southeast, , Washington DC,20020
2023-10-24 19:08:14|858.2126532039651|4b97a29c-8747-44ee-a120-ce9b0f460f70|311 Oak Street, , Manchester CT,6040
2023-10-25 13:30:17|614.7865733842972|a7891da8-b026-4b3f-9c2c-ddac1d96a9f0|1004 Bellflower Street, , Livermore CA,94551
2023-10-25 19:31:44|228.1478182685765|a3be18c8-d076-429a-ae9d-9f7ca04911aa|2821 Tyson Place, , Louisville KY,40218
2023-10-25 20:15:21|383.29017394045894|af5caaef-952f-411d-b5aa-6c661d3ec935|5950 West Missouri Avenue, #148, Glendale AZ,85301
2023-10-25 23:16:21|263.9325255007662|b41fab92-7ccb-446c-b019-f73377490a42|607 Trails End Road, , Manchester CT,6042
2023-10-25 23:46:46|828.0087424509397|c9994a8f-fd40-490e-ab43-8b8b57d75419|2636 Knollwood Drive, , Montgomery AL,36116
2023-10-26 07:29:00|342.4906383280734|4c77c331-3739-4519-bf2d-2850eee7911c|152 Holly Court, , Mountain View CA,94043
2023-10-26 09:00:22|521.2782221692513|e36511d8-deef-42d1-8c7d-78b166417dae|122 Coral Drive, , Panama City Beach FL,32413
2023-10-27 10:59:57|924.1845858884091|e20a7376-31f6-4c95-adc0-11bf4db87444|4604 West 19th Court, , Panama City FL,32405
2023-10-27 22:02:51|273.1598292775183|d6b618bf-6f4e-43ae-bcca-5eb7a3517217|18318 Pioneer Drive, , Anchorage AK,99577
2023-10-28 00:45:48|79.3347381197461|98e8b120-5e7b-4702-a2aa-aa6d5477dd3c|6911 Steven Road, , Panama City FL,32404
2023-10-28 03:25:00|288.36107381617813|75603f2d-fc9a-4a40-b2a9-61048ec26774|208 Towne Lake Way, , Pooler GA,31322
2023-10-28 04:20:33|856.5192060550994|c07d495a-bf17-4e90-8ab4-d3c7118294b5|10175 West 58th Place, #505, Arvada CO,80004
2023-10-29 14:20:44|554.2467409832302|c05d3a60-7989-466e-84ed-64fc017e07f7|7529 West 72nd Avenue, #4, Arvada CO,80003
2023-10-31 09:49:13|581.3387408329254|868c55b0-3eec-4f45-875a-9fc93586932f|162 Wells Street, , Manchester CT,6040
2023-10-31 12:01:05|907.6933659713962|613c7f1a-f2c4-43f3-aea4-d65da7929d9b|8521 Crystal Street, , Anchorage AK,99502
2023-10-31 19:40:34|517.940666137701|dd5134fa-7127-4da0-8192-4ae3a297d097|1709 West Market Street, , Louisville KY,40203
2023-10-31 19:45:15|270.3660812105643|87b81489-a5c9-4ef7-b9b4-415fd7049a99|36 Grove Street, F, Manchester CT,6042
2023-11-01 02:23:13|822.104740429626|aefd3f0c-cee5-497b-9bef-6d7c93a941bc|202 Deer Run Trail, , Manchester CT,6042
2023-11-01 07:51:05|253.3782338231893|d1baddbc-7dc1-4ab4-963d-d634a6aeede6|1907 18th Avenue South, , Nashville TN,37212
2023-11-01 18:51:40|827.7669176586488|f856c33b-dae7-4cf9-9a1c-9a828a805663|201 West Street, , Annapolis MD,21401
2023-11-01 20:57:10|699.5664025439331|0415f616-a5d5-4c00-873d-479f56be2bcd|12 Netherclift Way, , Savannah GA,31411
