timestamp|cost|product_purchase_number|shipping_address,,,
2023-10-02 21:35:11|219.6591506818137|076a7c2a-5304-4b97-bd54-8e666dc677bd|208 Waterford Drive, , Lynn Haven FL,32444
2023-10-04 20:06:48|432.62025791761647|4b5907e9-43ca-45d1-bec4-1e657b9c8a72|11941 West 58th Avenue, , Arvada CO,80002
2023-10-05 09:19:37|669.6802284760647|560e25a9-e031-4a0a-86ba-e465bc1cec51|202 Deer Run Trail, , Manchester CT,6042
2023-10-05 10:22:40|891.6418906348588|7a27674d-0d31-4ea2-a291-fdbaf8aa2fa9|1478 Sharps Point Road, , Annapolis MD,21409
2023-10-05 23:39:24|894.0683472939928|1d0700eb-3f5f-4c14-9237-c21cdf825662|2708 Riverview Drive, , Riva MD,21140
2023-10-06 12:50:44|655.0957872396224|313210d0-b23e-44b7-99a8-c8fc006a082d|5611 North 61st Avenue, , Glendale AZ,85301
2023-10-06 17:42:35|621.2394267205165|12691184-e822-4568-921a-f2a00f74d904|3517 S Street Northwest, , Washington DC,20007
2023-10-10 23:08:23|185.2735825994074|19962ad9-9ac5-499d-8fef-c4148b6cc725|1309 Southwest 71st Terrace, , Oklahoma City OK,73159
2023-10-11 10:43:37|162.37544048008894|20ccb8f3-bc10-4da3-b162-f8530a092538|607 North 46th Avenue, , Fayetteville AR,72704
2023-10-12 21:28:31|666.327350698129|f414f18e-6d97-4828-9376-c61363272e7e|6604 West Montebello Avenue, #8, Glendale AZ,85301
2023-10-13 15:13:29|546.4802456956874|dfd968bb-d0c5-455d-a279-2cfaaf837e66|714 East 33rd Street, , Savannah GA,31401
2023-10-14 03:08:32|715.6073138058946|f8829d3a-9f68-475c-a3d9-b456ba4e2f72|4303 Ashleycreek Court, , Louisville KY,40241
2023-10-15 15:51:06|266.4072541624425|edee07ce-048d-4dd1-97d7-926cc412a726|2909 Minnesota Avenue, , Lynn Haven FL,32444
2023-10-17 13:31:44|640.1980024383954|5d39d320-32ef-424f-97dd-ca6bd7585448|1515 Northwest 19th Street, , Oklahoma City OK,73106
2023-10-19 13:39:46|316.5481171528774|ec98c82b-5fb9-4c15-9f13-cc4085c83e9f|2278 North Windswept Lane, , Fayetteville AR,72703
2023-10-23 02:13:05|531.1174509265682|2a3b1227-c073-47d8-8223-9c15d754cf9f|4604 Virginia Loop Road, , Montgomery AL,36116
2023-10-23 15:16:32|91.15659099260368|e11a7958-224b-4646-882f-12cd3cc29347|1318 35th Street Northwest, , Washington DC,20007
2023-10-23 18:56:31|560.7836772271504|d6998c84-0f4c-473a-842c-2bf6d450bb06|3517 S Street Northwest, , Washington DC,20007
2023-10-24 02:50:21|16.430760178868965|84a8bcd8-af6f-4e52-9761-38aef54ab0df|707 Pinkston Street, , Montgomery AL,36109
2023-10-24 09:17:31|630.0462241785087|1241d440-54cd-493e-b898-ccb47e1be1d2|425 Buckhalter Road, , Savannah GA,31405
2023-10-30 04:11:39|267.1409014894434|77561faf-19ff-4b94-ba6e-a8abcbd609c7|512 North Center Avenue, , Panama City FL,32401
2023-10-30 08:44:03|768.5603291235525|12d96491-c782-4bf3-8913-1b25f39f8480|7034 West John Garrison Road, , Fayetteville AR,72704
2023-10-31 09:55:30|905.6593180743998|f08a837c-39fe-4877-8c1b-cd04411c8075|180 Center Street, , Manchester CT,6040
2023-11-01 10:55:22|676.9757523803564|c6af097e-ec39-40d3-93aa-d30e44464ea6|6821 Northwest 25th Street, , Bethany OK,73008
2023-11-01 23:53:52|760.2173842347293|2269ba59-bc68-448e-a4cb-5cc650905715|7701 West Saint John Road, #2010, Glendale AZ,85308
