timestamp|cc|market_account|product_desc|cost|shipping_address|cc_billing_address,,,,,,
2023-10-01 19:17:50|3531619787931254|holisticOwl9|bike-trek-large|813.0|2849 Leawood Drive, , Anchorage AK, 99502|16133 Hillsborough Boulevard, , Port Charlotte FL,33954
2023-10-02 05:14:36|9375006935794766|merePaella8|computer-dell-128|533.0|640 Hilliard Street, #6000, Manchester CT, 06042|1405 Hickory Avenue, , Panama City FL,32401
2023-10-03 05:02:55|2790874034830586|wearyGnu6|bike-specialized-xlarge|193.0|60 Montgomery Street, #3, Springfield MA, 01151|545 Tracey Drive, , Panama City FL,32404
2023-10-03 10:01:38|3619889281155656|merePaella8|vest-pink-small|795.0|2909 Minnesota Avenue, , Lynn Haven FL, 32444|1609 Porter Avenue, , Nashville TN,37206
2023-10-04 06:22:10|4634468244411750|zestySyrup8|tie-blue-kipper-medium|314.0|10175 West 58th Place, #505, Arvada CO, 80004|962 South Silverado Drive, #103, Fayetteville AR,72701
2023-10-04 12:21:31|3096432654708865|holisticOwl9|vest-yellow-large|33.0|1456 North Coghill Drive, #106, Fayetteville AR, 72704|241 Methuen Street, , Lowell MA,1850
2023-10-05 03:05:19|8714767261891016|holisticOwl9|car-ford-compact|966.0|1990 Poplar Ridge Road, , Pasadena MD, 21122|3301 Old Muldoon Road, , Anchorage AK,99504
2023-10-05 05:50:45|2154105336387403|holisticOwl9|tie-yellow-pencil-medium|160.0|2721 Lindsay Avenue, , Louisville KY, 40206|3060 Zelda Road, , Montgomery AL,36106
2023-10-06 00:08:09|9363841458290559|merePaella8|ebike-pace-small|550.0|2544 Worthington Way, , Fayetteville AR, 72703|2715 Thornbrook Court, , Odenton MD,21113
2023-10-06 04:12:35|0084391258817355|merePaella8|bike-cannondale-medium|896.0|119 Captain Chase Road, , Dennis MA, 02639|7609 Doris Place, , Oklahoma City OK,73162
2023-10-06 05:23:45|1139724256636349|merePaella8|coat-magenta-xlarge|635.0|6606 North 52nd Drive, , Glendale AZ, 85301|18 Hamilton Street Northwest, , Washington DC,20011
2023-10-06 09:47:27|7587527986165130|merePaella8|computer-ibm-128|191.0|8507 Lorento Street, , Panama City Beach FL, 32408|33 Linscott Road, , Hingham MA,2043
2023-10-06 11:10:54|3928531546949880|stressedStork2|shirt-yellow-medium|968.0|2654 Quiet Water Cove, , Annapolis MD, 21401|3782 North Front Street, #2, Fayetteville AR,72703
2023-10-07 15:40:25|0424689308069349|giddySalt6|sock-green-large|701.0|2868 Peak Road, , Wheelock VT, 05851|817 25th Street Northwest, , Washington DC,20037
2023-10-07 16:51:04|1462230210007810|merePaella8|vest-red-small|137.0|204 North Holt Street, , Montgomery AL, 36104|19803 North Mitkof Loop, , Anchorage AK,99577
2023-10-07 20:06:16|8389742157848605|merePaella8|computer-dell-32|866.0|57 Pierpoint Avenue, , Rutland VT, 05701|2638 East 40th Plaza, , Panama City FL,32405
2023-10-07 22:20:38|6792724122431137|holisticOwl9|shirt-red-large|601.0|10129 Spring Gate Drive, , Louisville KY, 40241|653 Stratton Arlington Road, , Stratton VT,5360
2023-10-08 08:18:14|1883542902441928|merePaella8|pants-magenta-medium|363.0|6912 Sunrise Drive, , Panama City FL, 32407|7000 Hugh Drive, , Panama City FL,32404
2023-10-08 10:50:08|6636256831417880|merePaella8|scooter-hiboy-small|87.0|4617 East 3rd Street, , Panama City FL, 32404|913 Fallview Trail, , Nashville TN,37211
2023-10-08 16:32:16|7421147804947679|stressedStork2|car-bmw-truck|395.0|1613 Katrina Circle, , Anchorage AK, 99508|129 Lark Lane, , Farmington AR,72730
2023-10-08 23:33:38|5871781018463010|holisticOwl9|vest-yellow-xlarge|152.0|202 Pepperbush Road, , Louisville KY, 40207|1416 Ridgewood Avenue, , Panama City FL,32404
2023-10-09 03:58:01|3676183465754267|merePaella8|scooter-gotrax-large|11.0|17372 Crestview Road, , Fayetteville AR, 72701|3437 Sommerville Drive, , Montgomery AL,36111
2023-10-11 04:55:43|2362842884412689|holisticOwl9|vest-blue-small|55.0|204 North Holt Street, , Montgomery AL, 36104|240 Lynwood Drive, , Montgomery AL,36105
2023-10-11 17:17:34|2543462705228463|holisticOwl9|sock-pink-medium|889.0|3041 West Marigold Drive, , Fayetteville AR, 72704|6225 West Citrus Way, , Glendale AZ,85301
2023-10-11 18:44:03|8020467174237044|merePaella8|shirt-violet-xlarge|238.0|6605 North 93RD Avenue, #1016, Glendale AZ, 85305|427 Gulf View Drive, , Panama City Beach FL,32413
2023-10-11 22:09:48|6315378765676126|merePaella8|computer-dell-8|133.0|330 Michell Court, , Livermore CA, 94551|9302 West 58th Avenue, , Arvada CO,80002
2023-10-12 06:17:06|9334676777385669|murkyFalcon4|coat-orange-medium|930.0|23124 North 71st Drive, , Glendale AZ, 85310|309 Brooke Court, , Panama City FL,32404
2023-10-12 13:42:18|3019245258907388|merePaella8|bike-specialized-xlarge|127.0|7401 West Arrowhead Clubhouse Drive, #2031, Glendale AZ, 85308|2829 31st Street Northwest, , Washington DC,20008
2023-10-12 15:18:45|4662309902432409|merePaella8|coat-red-small|701.0|1300 East Dowling Road, , Anchorage AK, 99518|3500 South College Avenue, , Fort Collins CO,80525
2023-10-14 16:06:50|4701014540402207|offendedHare0|pants-green-medium|749.0|70 Valley Road, #2, Louisville KY, 40204|104 Bennington Street, , Lawrence MA,1841
2023-10-14 23:32:30|4139441692555130|merePaella8|tv-lg-75|181.0|9009 West Nicolet Avenue, , Glendale AZ, 85305|7817 Moose Run Circle, , Anchorage AK,99507
2023-10-15 09:48:56|9551214556211905|holisticOwl9|shirt-green-small|742.0|57 Bremer Drive, , Glen Burnie MD, 21061|25793 Durrwood Court, , Castro Valley CA,94552
2023-10-16 03:48:45|5100865218549154|merePaella8|shirt-red-xlarge|50.0|20933 River Park Drive, , Anchorage AK, 99577|517 Retford Drive, , Severna Park MD,21146
2023-10-17 21:16:06|0556151221394243|holisticOwl9|scooter-gotrax-large|534.0|269 Park Street, #1, North Reading MA, 01864|705 Upshur Street Northwest, , Washington DC,20011
2023-10-17 23:34:59|2797866733835889|merePaella8|tv-lg-32|919.0|Career Avenue, , Washington DC, 20032|8 Kozera Avenue, , Hadley MA,1035
2023-10-18 09:31:45|3363342432382227|merePaella8|sock-orange-small|136.0|8121 Copper Creek Drive, , Lyndon KY, 40222|2A Cleveland Park Rd, , Freetown MA,2717
2023-10-18 11:09:19|1904491189448594|holisticOwl9|computer-hp-32|126.0|13531 West 72nd Drive, , Arvada CO, 80005|13213 Spanish Moss Road, , Savannah GA,31419
2023-10-18 22:33:59|0151542188497937|holisticOwl9|tv-lg-55|608.0|140 William Chambers Junior Drive, , Glen Burnie MD, 21060|23 Florida Avenue Northeast, , Washington DC,20002
2023-10-19 19:12:13|6046155061472729|merePaella8|pants-magenta-small|194.0|3320 Peterkin Avenue, , Anchorage AK, 99508|61 Callahan Way, #B4, Mammoth Lakes CA,93546
2023-10-19 22:32:52|0668831590258408|merePaella8|tie-magenta-pencil-small|837.0|3426 Broadview Street, , Montgomery AL, 36110|8390 Alkire Street, , Arvada CO,80005
2023-10-20 15:53:29|6850537686242968|dopeySardines5|bike-trek-small|193.0|404 Dewey Street, , Woodford VT, 05201|2276 West Woodley Square, , Montgomery AL,36116
2023-10-20 21:24:17|7494818059376455|merePaella8|pants-violet-large|19.0|2803 River Drive, , Thunderbolt GA, 31404|58 North U.S.A Drive, , Fayetteville AR,72701
2023-10-21 02:58:50|4710115637886058|merePaella8|tie-yellow-pencil-large|115.0|5036 Jericho Street, , Hartford VT, 05001|4136 East Virginia Lane, , Montgomery AL,36116
2023-10-21 10:37:00|5227616025870039|merePaella8|coat-blue-medium|416.0|1313 Paulson Way, , Nashville TN, 37013|42223 Edgewood Street, , Fremont CA,94538
2023-10-21 12:28:37|1519194495254057|merePaella8|scooter-hiboy-large|700.0|7802 Titan Court, , Pasadena MD, 21122|733 East DeRenne Avenue, , Savannah GA,31405
2023-10-21 23:31:37|0743941966832688|merePaella8|computer-ibm-32|485.0|600 Marshall Street, #125, Louisville KY, 40202|11113 North Miller Avenue, , Oklahoma City OK,73120
2023-10-22 02:30:53|1738701426968046|merePaella8|car-mazda-suv|210.0|18318 Pioneer Drive, , Anchorage AK, 99577|90 Mountain Street, , Bristol VT,5443
2023-10-22 02:48:08|2221068794086450|holisticOwl9|sock-blue-large|809.0|606 Lincoln Street, , Savannah GA, 31401|637 Britannia Drive, , Vallejo CA,94591
2023-10-22 03:35:37|5592810962561041|pridefulPoultry9|coat-red-xlarge|561.0|10 Erick Road, #47, Mansfield MA, 02048|14358 West 88th Place, C, Arvada CO,80005
2023-10-22 11:19:51|0231060259714718|merePaella8|pants-orange-medium|182.0|6985 Woodstock Road, , Hartford VT, 05001|8351 Forest Drive, , Pasadena MD,21122
2023-10-22 20:39:31|9072478383483186|merePaella8|ebike-velotric-large|607.0|11225 West 79th Drive, , Arvada CO, 80005|43 Henderson Avenue, , Savannah GA,31406
2023-10-23 00:00:02|6661653351952055|holisticOwl9|shirt-pink-medium|879.0|311 Oak Street, , Manchester CT, 06040|649 South 41st Street, , Louisville KY,40211
2023-10-23 01:09:06|5946523152370651|merePaella8|pants-yellow-small|773.0|5228 North 70th Avenue, , Glendale AZ, 85303|3652 East Blue Stone Drive, , Fayetteville AR,72764
2023-10-23 03:26:42|0163029916812126|merePaella8|shirt-blue-large|539.0|2507 R Street Southeast, , Washington DC, 20020|2809 Rowland Avenue, C, Thunderbolt GA,31404
2023-10-24 07:01:50|5810909705940928|holisticOwl9|ebike-rad_power-xlarge|296.0|607 Trails End Road, , Manchester CT, 06042|8716 Astrid Avenue, , Louisville KY,40228
2023-10-24 13:42:21|9975985044766202|merePaella8|tv-sony-65|387.0|5950 West Missouri Avenue, #148, Glendale AZ, 85301|1403 Lincoln Street, , Savannah GA,31401
2023-10-24 16:07:04|3479393565243965|holisticOwl9|bike-trek-small|603.0|122 Coral Drive, , Panama City Beach FL, 32413|406 Stilz Avenue, , Louisville KY,40206
2023-10-24 18:20:07|8898339085030814|merePaella8|tv-sony-75|905.0|2636 Knollwood Drive, , Montgomery AL, 36116|6060 West Royal Palm Road, #226, Glendale AZ,85302
2023-10-24 20:22:36|7240847313524254|holisticOwl9|tie-blue-kipper-large|684.0|1004 Bellflower Street, , Livermore CA, 94551|8007 Kendrick Crossing Lane, , Louisville KY,40291
2023-10-25 02:19:58|1579521414579824|merePaella8|pants-orange-xlarge|268.0|2821 Tyson Place, , Louisville KY, 40218|5038 North Cimarron Drive, , Beverly Hills FL,34465
2023-10-25 12:25:27|5729194650773892|stressedStork2|tv-hitachi-65|400.0|152 Holly Court, , Mountain View CA, 94043|165 Saint John Street, , Manchester CT,6040
2023-10-26 08:31:00|8680684016325234|holisticOwl9|car-mazda-truck|952.0|4604 West 19th Court, , Panama City FL, 32405|376 Whites Road, , Wilmington VT,5363
2023-10-26 17:16:38|0662276165245455|merePaella8|pants-violet-small|335.0|208 Towne Lake Way, , Pooler GA, 31322|4709 Blagden Terrace Northwest, , Washington DC,20011
2023-10-26 22:23:43|8133498600064219|holisticOwl9|pants-green-medium|935.0|10175 West 58th Place, #505, Arvada CO, 80004|5104 West Tierra Buena Lane, , Glendale AZ,85306
2023-10-27 03:05:16|6579173482559035|merePaella8|shirt-orange-medium|87.0|6911 Steven Road, , Panama City FL, 32404|230 East 8th Street, , Edmond OK,73034
2023-10-27 07:51:25|9971120358323222|holisticOwl9|computer-mac-128|317.0|18318 Pioneer Drive, , Anchorage AK, 99577|97 Lincoln Street, , Fitchburg MA,1420
2023-10-28 13:01:38|6021426704833190|holisticOwl9|computer-ibm-16|631.0|7529 West 72nd Avenue, #4, Arvada CO, 80003|2802 US Highway 98, BLDG F, Mexico Beach FL,32456
2023-10-29 21:59:14|9894029675441939|merePaella8|computer-dell-128|622.0|162 Wells Street, , Manchester CT, 06040|6606 North 52nd Drive, , Glendale AZ,85301
2023-10-30 11:16:29|0385748709302681|holisticOwl9|shirt-blue-xlarge|963.0|8521 Crystal Street, , Anchorage AK, 99502|4940 Fuller Road, , Montgomery AL,36110
2023-10-30 23:29:03|5170521708436402|merePaella8|computer-ibm-16|306.0|36 Grove Street, F, Manchester CT, 06042|1840 Nobel Place, , Louisville KY,40216
2023-10-31 01:54:40|5663047264482101|holisticOwl9|ebike-velotric-medium|590.0|1709 West Market Street, , Louisville KY, 40203|10 Skyline Way, , Hartford VT,5001
2023-10-31 05:24:07|8800703670627130|holisticOwl9|ebike-velotric-xlarge|942.0|202 Deer Run Trail, , Manchester CT, 06042|158 Euclid Avenue, , San Leandro CA,94577
2023-10-31 09:12:34|0555077118002410|holisticOwl9|ebike-rad_power-medium|288.0|1907 18th Avenue South, , Nashville TN, 37212|1700 William E Summers III Avenue, #201, Louisville KY,40211
2023-10-31 17:14:25|4278294313328004|merePaella8|tie-red-kipper-medium|808.0|12 Netherclift Way, , Savannah GA, 31411|134 Butternut Road, , Manchester CT,6040
2023-11-01 03:00:57|1241524517561890|holisticOwl9|bike-trek-small|848.0|201 West Street, , Annapolis MD, 21401|2330 39th Street Northwest, , Washington DC,20007
